0,"expansion

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>the rest of the concert was more straight jazz and mellow sounds written by charlie parker, ornette coleman, bill douglas and eddie gomez, with pictures for the douglas pieces</arg1><arg2>it was enjoyable to hear accomplished jazz without having to sit in a smoke-filled club, but like the first half, much of it was easy to take and ultimately forgettable</arg2>

 expansion

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>mr. mayor's hope that references to ""press freedom"" would survive unamended seems doomed to failure</arg1><arg2>the current phrasing is ""educating the public and media to avoid manipulation</arg2>

 contingency

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>the orwellian ""new world information order"" would give government officials rights against the press</arg1><arg2>journalists would be obliged to kowtow to their government, which would have licensing and censorship powers and, indeed, duties to block printing of ""wrong"" ideas</arg2>

 contingency

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>he will be in charge of research, equity sales and trading, and the syndicate operation of rothschild</arg1><arg2>mr. conlon was executive vice president and director of the equity division of the international division of nikko securities co</arg2>

 temporal

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>he gave up seven hits, walked five and didn't get a decision</arg1><arg2>arm troubles forced him back to the minors the next year</arg2>

 temporal

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>seats currently are quoted at $400,000 bid, $425,000 asked</arg1><arg2>the record price for a full membership on the exchange is $550,000, set march 9</arg2>

 comparison

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>in late trading, the shares were up a whopping 122 pence ($1.93) -- a 16.3% gain -- to a record 869 pence on very heavy volume of 9.7 million shares</arg1><arg2>in the u.s. over-the-counter market, jaguar shares trading as american depositary receipts closed at $13.625, up $1.75</arg2>

 comparison
<arg1>couch-potato jocks watching abc's ""monday night football"" can now vote during halftime for the greatest play in 20 years from among four or five filmed replays</arg1><arg2>two weeks ago, viewers of several nbc daytime consumer segments started calling a 900 number for advice on various life-style issues</arg2>

 contingency"
1,"expansion

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>the rest of the concert was more straight jazz and mellow sounds written by charlie parker, ornette coleman, bill douglas and eddie gomez, with pictures for the douglas pieces</arg1><arg2>it was enjoyable to hear accomplished jazz without having to sit in a smoke-filled club, but like the first half, much of it was easy to take and ultimately forgettable</arg2>

 expansion

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>mr. mayor's hope that references to ""press freedom"" would survive unamended seems doomed to failure</arg1><arg2>the current phrasing is ""educating the public and media to avoid manipulation</arg2>

 contingency

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>the orwellian ""new world information order"" would give government officials rights against the press</arg1><arg2>journalists would be obliged to kowtow to their government, which would have licensing and censorship powers and, indeed, duties to block printing of ""wrong"" ideas</arg2>

 contingency

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>he will be in charge of research, equity sales and trading, and the syndicate operation of rothschild</arg1><arg2>mr. conlon was executive vice president and director of the equity division of the international division of nikko securities co</arg2>

 temporal

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>he gave up seven hits, walked five and didn't get a decision</arg1><arg2>arm troubles forced him back to the minors the next year</arg2>

 temporal

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>seats currently are quoted at $400,000 bid, $425,000 asked</arg1><arg2>the record price for a full membership on the exchange is $550,000, set march 9</arg2>

 comparison

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>in late trading, the shares were up a whopping 122 pence ($1.93) -- a 16.3% gain -- to a record 869 pence on very heavy volume of 9.7 million shares</arg1><arg2>in the u.s. over-the-counter market, jaguar shares trading as american depositary receipts closed at $13.625, up $1.75</arg2>

 comparison
<arg1>we've been spending a lot of time in los angeles talking to tv production people</arg1><arg2>with the competitiveness of the television market these days, everyone is looking for a way to get viewers more excited</arg2>

 comparison"
2,"expansion

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>the rest of the concert was more straight jazz and mellow sounds written by charlie parker, ornette coleman, bill douglas and eddie gomez, with pictures for the douglas pieces</arg1><arg2>it was enjoyable to hear accomplished jazz without having to sit in a smoke-filled club, but like the first half, much of it was easy to take and ultimately forgettable</arg2>

 expansion

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>mr. mayor's hope that references to ""press freedom"" would survive unamended seems doomed to failure</arg1><arg2>the current phrasing is ""educating the public and media to avoid manipulation</arg2>

 contingency

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>the orwellian ""new world information order"" would give government officials rights against the press</arg1><arg2>journalists would be obliged to kowtow to their government, which would have licensing and censorship powers and, indeed, duties to block printing of ""wrong"" ideas</arg2>

 contingency

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>he will be in charge of research, equity sales and trading, and the syndicate operation of rothschild</arg1><arg2>mr. conlon was executive vice president and director of the equity division of the international division of nikko securities co</arg2>

 temporal

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>he gave up seven hits, walked five and didn't get a decision</arg1><arg2>arm troubles forced him back to the minors the next year</arg2>

 temporal

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>seats currently are quoted at $400,000 bid, $425,000 asked</arg1><arg2>the record price for a full membership on the exchange is $550,000, set march 9</arg2>

 comparison

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>in late trading, the shares were up a whopping 122 pence ($1.93) -- a 16.3% gain -- to a record 869 pence on very heavy volume of 9.7 million shares</arg1><arg2>in the u.s. over-the-counter market, jaguar shares trading as american depositary receipts closed at $13.625, up $1.75</arg2>

 comparison
<arg1>and special consultants are springing up to exploit the new tool</arg1><arg2>blair entertainment has just formed a subsidiary -- 900 blair -- to apply the technology to television</arg2>

 expansion"
3,"expansion

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>the rest of the concert was more straight jazz and mellow sounds written by charlie parker, ornette coleman, bill douglas and eddie gomez, with pictures for the douglas pieces</arg1><arg2>it was enjoyable to hear accomplished jazz without having to sit in a smoke-filled club, but like the first half, much of it was easy to take and ultimately forgettable</arg2>

 expansion

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>mr. mayor's hope that references to ""press freedom"" would survive unamended seems doomed to failure</arg1><arg2>the current phrasing is ""educating the public and media to avoid manipulation</arg2>

 contingency

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>the orwellian ""new world information order"" would give government officials rights against the press</arg1><arg2>journalists would be obliged to kowtow to their government, which would have licensing and censorship powers and, indeed, duties to block printing of ""wrong"" ideas</arg2>

 contingency

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>he will be in charge of research, equity sales and trading, and the syndicate operation of rothschild</arg1><arg2>mr. conlon was executive vice president and director of the equity division of the international division of nikko securities co</arg2>

 temporal

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>he gave up seven hits, walked five and didn't get a decision</arg1><arg2>arm troubles forced him back to the minors the next year</arg2>

 temporal

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>seats currently are quoted at $400,000 bid, $425,000 asked</arg1><arg2>the record price for a full membership on the exchange is $550,000, set march 9</arg2>

 comparison

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>in late trading, the shares were up a whopping 122 pence ($1.93) -- a 16.3% gain -- to a record 869 pence on very heavy volume of 9.7 million shares</arg1><arg2>in the u.s. over-the-counter market, jaguar shares trading as american depositary receipts closed at $13.625, up $1.75</arg2>

 comparison
<arg1>the use of 900 toll numbers has been expanding rapidly in recent years</arg1><arg2>for a while, high-cost pornography lines and services that tempt children to dial (and redial) movie or music information earned the service a somewhat sleazy image</arg2>

 comparison
<"
4,"expansion

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>the rest of the concert was more straight jazz and mellow sounds written by charlie parker, ornette coleman, bill douglas and eddie gomez, with pictures for the douglas pieces</arg1><arg2>it was enjoyable to hear accomplished jazz without having to sit in a smoke-filled club, but like the first half, much of it was easy to take and ultimately forgettable</arg2>

 expansion

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>mr. mayor's hope that references to ""press freedom"" would survive unamended seems doomed to failure</arg1><arg2>the current phrasing is ""educating the public and media to avoid manipulation</arg2>

 contingency

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>the orwellian ""new world information order"" would give government officials rights against the press</arg1><arg2>journalists would be obliged to kowtow to their government, which would have licensing and censorship powers and, indeed, duties to block printing of ""wrong"" ideas</arg2>

 contingency

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>he will be in charge of research, equity sales and trading, and the syndicate operation of rothschild</arg1><arg2>mr. conlon was executive vice president and director of the equity division of the international division of nikko securities co</arg2>

 temporal

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>he gave up seven hits, walked five and didn't get a decision</arg1><arg2>arm troubles forced him back to the minors the next year</arg2>

 temporal

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>seats currently are quoted at $400,000 bid, $425,000 asked</arg1><arg2>the record price for a full membership on the exchange is $550,000, set march 9</arg2>

 comparison

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>in late trading, the shares were up a whopping 122 pence ($1.93) -- a 16.3% gain -- to a record 869 pence on very heavy volume of 9.7 million shares</arg1><arg2>in the u.s. over-the-counter market, jaguar shares trading as american depositary receipts closed at $13.625, up $1.75</arg2>

 comparison
<arg1>up to now, 900 numbers have mainly been used on local tv stations and cable channels</arg1><arg2>mtv used one to give away the house that rock star jon bon jovi grew up in</arg2>

 comparison"
5,"expansion

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>the rest of the concert was more straight jazz and mellow sounds written by charlie parker, ornette coleman, bill douglas and eddie gomez, with pictures for the douglas pieces</arg1><arg2>it was enjoyable to hear accomplished jazz without having to sit in a smoke-filled club, but like the first half, much of it was easy to take and ultimately forgettable</arg2>

 expansion

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>mr. mayor's hope that references to ""press freedom"" would survive unamended seems doomed to failure</arg1><arg2>the current phrasing is ""educating the public and media to avoid manipulation</arg2>

 contingency

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>the orwellian ""new world information order"" would give government officials rights against the press</arg1><arg2>journalists would be obliged to kowtow to their government, which would have licensing and censorship powers and, indeed, duties to block printing of ""wrong"" ideas</arg2>

 contingency

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>he will be in charge of research, equity sales and trading, and the syndicate operation of rothschild</arg1><arg2>mr. conlon was executive vice president and director of the equity division of the international division of nikko securities co</arg2>

 temporal

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>he gave up seven hits, walked five and didn't get a decision</arg1><arg2>arm troubles forced him back to the minors the next year</arg2>

 temporal

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>seats currently are quoted at $400,000 bid, $425,000 asked</arg1><arg2>the record price for a full membership on the exchange is $550,000, set march 9</arg2>

 comparison

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>in late trading, the shares were up a whopping 122 pence ($1.93) -- a 16.3% gain -- to a record 869 pence on very heavy volume of 9.7 million shares</arg1><arg2>in the u.s. over-the-counter market, jaguar shares trading as american depositary receipts closed at $13.625, up $1.75</arg2>

 comparison
<arg1>mtv used one to give away the house that rock star jon bon jovi grew up in</arg1><arg2>for several years, turner broadcasting system's cable news network has invited viewers to respond nightly to topical issues</arg2>

### instruction:
given"
6,"expansion

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>the rest of the concert was more straight jazz and mellow sounds written by charlie parker, ornette coleman, bill douglas and eddie gomez, with pictures for the douglas pieces</arg1><arg2>it was enjoyable to hear accomplished jazz without having to sit in a smoke-filled club, but like the first half, much of it was easy to take and ultimately forgettable</arg2>

 expansion

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>mr. mayor's hope that references to ""press freedom"" would survive unamended seems doomed to failure</arg1><arg2>the current phrasing is ""educating the public and media to avoid manipulation</arg2>

 contingency

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>the orwellian ""new world information order"" would give government officials rights against the press</arg1><arg2>journalists would be obliged to kowtow to their government, which would have licensing and censorship powers and, indeed, duties to block printing of ""wrong"" ideas</arg2>

 contingency

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>he will be in charge of research, equity sales and trading, and the syndicate operation of rothschild</arg1><arg2>mr. conlon was executive vice president and director of the equity division of the international division of nikko securities co</arg2>

 temporal

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>he gave up seven hits, walked five and didn't get a decision</arg1><arg2>arm troubles forced him back to the minors the next year</arg2>

 temporal

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>seats currently are quoted at $400,000 bid, $425,000 asked</arg1><arg2>the record price for a full membership on the exchange is $550,000, set march 9</arg2>

 comparison

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>in late trading, the shares were up a whopping 122 pence ($1.93) -- a 16.3% gain -- to a record 869 pence on very heavy volume of 9.7 million shares</arg1><arg2>in the u.s. over-the-counter market, jaguar shares trading as american depositary receipts closed at $13.625, up $1.75</arg2>

 comparison
<arg1>the newest uses of the 900-interactive technology demonstrate the growing variety of applications</arg1><arg2>capital cities/abc inc., cbs inc. and general electric co. 's national broadcasting co. unit are expected to announce soon a joint campaign to raise awareness about hunger</arg2>

 contingency"
7,"expansion

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>the rest of the concert was more straight jazz and mellow sounds written by charlie parker, ornette coleman, bill douglas and eddie gomez, with pictures for the douglas pieces</arg1><arg2>it was enjoyable to hear accomplished jazz without having to sit in a smoke-filled club, but like the first half, much of it was easy to take and ultimately forgettable</arg2>

 expansion

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>mr. mayor's hope that references to ""press freedom"" would survive unamended seems doomed to failure</arg1><arg2>the current phrasing is ""educating the public and media to avoid manipulation</arg2>

 contingency

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>the orwellian ""new world information order"" would give government officials rights against the press</arg1><arg2>journalists would be obliged to kowtow to their government, which would have licensing and censorship powers and, indeed, duties to block printing of ""wrong"" ideas</arg2>

 contingency

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>he will be in charge of research, equity sales and trading, and the syndicate operation of rothschild</arg1><arg2>mr. conlon was executive vice president and director of the equity division of the international division of nikko securities co</arg2>

 temporal

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>he gave up seven hits, walked five and didn't get a decision</arg1><arg2>arm troubles forced him back to the minors the next year</arg2>

 temporal

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>seats currently are quoted at $400,000 bid, $425,000 asked</arg1><arg2>the record price for a full membership on the exchange is $550,000, set march 9</arg2>

 comparison

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>in late trading, the shares were up a whopping 122 pence ($1.93) -- a 16.3% gain -- to a record 869 pence on very heavy volume of 9.7 million shares</arg1><arg2>in the u.s. over-the-counter market, jaguar shares trading as american depositary receipts closed at $13.625, up $1.75</arg2>

 comparison
<arg1>capital cities/abc inc., cbs inc. and general electric co. 's national broadcasting co. unit are expected to announce soon a joint campaign to raise awareness about hunger</arg1><arg2>the subject will be written into the plots of prime-time shows, and viewers will be given a 900 number to call</arg2>

 contingency"
8,"expansion

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>the rest of the concert was more straight jazz and mellow sounds written by charlie parker, ornette coleman, bill douglas and eddie gomez, with pictures for the douglas pieces</arg1><arg2>it was enjoyable to hear accomplished jazz without having to sit in a smoke-filled club, but like the first half, much of it was easy to take and ultimately forgettable</arg2>

 expansion

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>mr. mayor's hope that references to ""press freedom"" would survive unamended seems doomed to failure</arg1><arg2>the current phrasing is ""educating the public and media to avoid manipulation</arg2>

 contingency

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>the orwellian ""new world information order"" would give government officials rights against the press</arg1><arg2>journalists would be obliged to kowtow to their government, which would have licensing and censorship powers and, indeed, duties to block printing of ""wrong"" ideas</arg2>

 contingency

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>he will be in charge of research, equity sales and trading, and the syndicate operation of rothschild</arg1><arg2>mr. conlon was executive vice president and director of the equity division of the international division of nikko securities co</arg2>

 temporal

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>he gave up seven hits, walked five and didn't get a decision</arg1><arg2>arm troubles forced him back to the minors the next year</arg2>

 temporal

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>seats currently are quoted at $400,000 bid, $425,000 asked</arg1><arg2>the record price for a full membership on the exchange is $550,000, set march 9</arg2>

 comparison

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>in late trading, the shares were up a whopping 122 pence ($1.93) -- a 16.3% gain -- to a record 869 pence on very heavy volume of 9.7 million shares</arg1><arg2>in the u.s. over-the-counter market, jaguar shares trading as american depositary receipts closed at $13.625, up $1.75</arg2>

 comparison
<arg1>and viewers will be given a 900 number to call</arg1><arg2>callers will be sent educational booklets, and the call's modest cost will be an immediate method of raising money</arg2>

 expansion"
9,"expansion

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>the rest of the concert was more straight jazz and mellow sounds written by charlie parker, ornette coleman, bill douglas and eddie gomez, with pictures for the douglas pieces</arg1><arg2>it was enjoyable to hear accomplished jazz without having to sit in a smoke-filled club, but like the first half, much of it was easy to take and ultimately forgettable</arg2>

 expansion

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>mr. mayor's hope that references to ""press freedom"" would survive unamended seems doomed to failure</arg1><arg2>the current phrasing is ""educating the public and media to avoid manipulation</arg2>

 contingency

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>the orwellian ""new world information order"" would give government officials rights against the press</arg1><arg2>journalists would be obliged to kowtow to their government, which would have licensing and censorship powers and, indeed, duties to block printing of ""wrong"" ideas</arg2>

 contingency

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>he will be in charge of research, equity sales and trading, and the syndicate operation of rothschild</arg1><arg2>mr. conlon was executive vice president and director of the equity division of the international division of nikko securities co</arg2>

 temporal

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>he gave up seven hits, walked five and didn't get a decision</arg1><arg2>arm troubles forced him back to the minors the next year</arg2>

 temporal

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>seats currently are quoted at $400,000 bid, $425,000 asked</arg1><arg2>the record price for a full membership on the exchange is $550,000, set march 9</arg2>

 comparison

### instruction:
given 2 sentences, your task is to classify the relation between them. your output should be one of the four relations: temporal, comparison, contingency, expansion. remember that you only need to output a word.

### input:
<arg1>in late trading, the shares were up a whopping 122 pence ($1.93) -- a 16.3% gain -- to a record 869 pence on very heavy volume of 9.7 million shares</arg1><arg2>in the u.s. over-the-counter market, jaguar shares trading as american depositary receipts closed at $13.625, up $1.75</arg2>

 comparison
<arg1>other network applications have very different goals</arg1><arg2>abc sports was looking for ways to lift deflated halftime ratings for ""monday night football</arg2>

 contingency"
